variant_id,mode,total_tasks,task_success_rate,verifier_pass_rate,avg_overall_score,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens,avg_reasoning_tokens,avg_llm_call_count,avg_total_wall_time_ms,p50_total_wall_time_ms,p95_total_wall_time_ms,avg_subagent_calls,avg_subagent_success_rate,avg_handoff_calls,avg_handoff_success_rate,attack_success_rate,blocked_benign_rate,guardrail_block_count,delta_success_rate,token_ratio,time_ratio,recommendation
react_auto_baseline,simple,1,1.0,1.0,0.9153534132867541,14367.0,12658.0,1709.0,801.0,8.0,19931.80513381958,19931.80513381958,19931.80513381958,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,baseline
reasoning_auto,simple,1,1.0,1.0,0.9207154369988338,14690.0,13057.0,1633.0,882.0,8.0,19378.10778617859,19378.10778617859,19378.10778617859,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0224820769819725,0.9722204113514287,neutral
