variant_id,mode,total_tasks,task_success_rate,verifier_pass_rate,avg_overall_score,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens,avg_reasoning_tokens,avg_llm_call_count,avg_total_wall_time_ms,p50_total_wall_time_ms,p95_total_wall_time_ms,avg_subagent_calls,avg_subagent_success_rate,avg_handoff_calls,avg_handoff_success_rate,attack_success_rate,blocked_benign_rate,guardrail_block_count,delta_success_rate,token_ratio,time_ratio,recommendation
react_auto_baseline,simple,1,1.0,1.0,0.9220701447788963,12849.0,11055.0,1794.0,1048.0,7.0,20053.643703460693,20053.643703460693,20053.643703460693,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,baseline
reasoning_auto,simple,1,1.0,1.0,0.9237385453421029,15183.0,13728.0,1455.0,617.0,8.0,14536.18597984314,14536.18597984314,14536.18597984314,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.181648377305627,0.7248650766311663,neutral
