variant_id,mode,total_tasks,task_success_rate,verifier_pass_rate,avg_overall_score,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens,avg_reasoning_tokens,avg_llm_call_count,avg_total_wall_time_ms,p50_total_wall_time_ms,p95_total_wall_time_ms,avg_subagent_calls,avg_subagent_success_rate,avg_handoff_calls,avg_handoff_success_rate,attack_success_rate,blocked_benign_rate,guardrail_block_count,delta_success_rate,token_ratio,time_ratio,recommendation
react_auto_baseline,simple,2,1.0,1.0,0.8904017939652461,16693.5,14693.0,2000.5,649.5,7.5,19584.06436443329,19375.922918319702,19792.205810546875,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,baseline
reasoning_auto,simple,2,0.5,0.5,0.7363725625416213,45561.5,40327.5,5234.0,1691.5,17.0,53990.45443534851,13892.726182937622,94088.1826877594,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.5,2.7292958337077304,2.7568564640443496,efficiency_regression
