variant_id,mode,total_tasks,task_success_rate,verifier_pass_rate,avg_overall_score,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens,avg_reasoning_tokens,avg_llm_call_count,avg_total_wall_time_ms,p50_total_wall_time_ms,p95_total_wall_time_ms,avg_subagent_calls,avg_subagent_success_rate,avg_handoff_calls,avg_handoff_success_rate,attack_success_rate,blocked_benign_rate,guardrail_block_count,delta_success_rate,token_ratio,time_ratio,recommendation
react_auto_baseline,simple,1,1.0,1.0,0.8834230787677408,10237.0,8208.0,2029.0,462.0,5.0,17031.24976158142,17031.24976158142,17031.24976158142,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,baseline
reasoning_auto,simple,1,1.0,1.0,0.8823467852109511,11239.0,8929.0,2310.0,572.0,5.0,18800.158977508545,18800.158977508545,18800.158977508545,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0978802383510795,1.1038625609212411,neutral
