variant_id,mode,total_tasks,task_success_rate,verifier_pass_rate,avg_overall_score,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens,avg_reasoning_tokens,avg_llm_call_count,avg_total_wall_time_ms,p50_total_wall_time_ms,p95_total_wall_time_ms,avg_subagent_calls,avg_subagent_success_rate,avg_handoff_calls,avg_handoff_success_rate,attack_success_rate,blocked_benign_rate,guardrail_block_count,delta_success_rate,token_ratio,time_ratio,recommendation
react_auto_baseline,simple,3,1.0,1.0,0.9172643978674658,14299.333333333334,12826.333333333334,1473.0,839.6666666666666,7.0,20029.150009155273,20199.79691505432,31916.463136672974,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,baseline
reasoning_auto,simple,3,1.0,1.0,0.9026884203211765,13958.333333333334,12342.666666666666,1615.6666666666667,976.0,7.666666666666667,21321.025053660076,20936.891078948975,31326.04193687439,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9761527343932118,1.0644997438190982,neutral
