variant_id,mode,total_tasks,task_success_rate,verifier_pass_rate,avg_overall_score,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens,avg_reasoning_tokens,avg_llm_call_count,avg_total_wall_time_ms,p50_total_wall_time_ms,p95_total_wall_time_ms,avg_subagent_calls,avg_subagent_success_rate,avg_handoff_calls,avg_handoff_success_rate,attack_success_rate,blocked_benign_rate,guardrail_block_count,delta_success_rate,token_ratio,time_ratio,recommendation
react_auto_baseline,simple,1,0.0,1.0,0.4334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,baseline
reasoning_auto,simple,1,0.0,1.0,0.4334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,neutral
